dt, 10.0
universe, Universe
G, 6.67E-11
Body Name, Sun
Initial Pos X, 0.0
Initial Pos Y, 0.0
Initial Pos Z, 0.0
,
time, x, y, z, magnitude
0.0,3.400708006272598E-4,-7.701845132768799E-4,1.5435320202338383E-6,8.419232247787844E-4
10000.0,0.3412216005376221,-0.7706270343162414,0.0015459405670799342,0.8427933297225002
20000.0,0.6837221659622812,-1.5398269697908133,0.0030920650402867633,1.6848004801725114
30000.0,1.0278405583777943,-2.3083666310233597,0.004639915656491003,2.5268625299936307
40000.0,1.3735755620802712,-3.0762426600914003,0.006189491119222031,3.3689786342912096
50000.0,1.7209259543610211,-3.843451701078541,0.0077407901306900066,4.211147947858015
60000.0,2.069890505508782,-4.609990400089385,0.009293811391787553,5.053369625175056
70000.0,2.420467978812091,-5.375855405264455,0.01084855360209163,5.895642820412461
80000.0,2.772657130561622,-6.141043366795109,0.012405015459865398,6.737966687430339
90000.0,3.1264567100525578,-6.905550936938505,0.013963195662060203,7.58034037977966
100000.0,3.4818654595870266,-7.66937477003251,0.015523092904317741,8.422763050703118
110000.0,3.8388821144765743,-8.432511522510618,0.017084705880971784,9.265233853136008
120000.0,4.197505403044638,-9.194957852916895,0.018648033285051,10.10775193970709
130000.0,4.557734046629038,-9.95671042192097,0.020213073808280746,10.950316462739512
140000.0,4.919566759584566,-10.717765892332803,0.02177982614108546,11.792926574251554
150000.0,5.283002249285703,-11.478120929117887,0.02334828897259119,12.635581425957803
160000.0,5.648039216129016,-12.237772199411985,0.024918460990628173,13.478280169269752
170000.0,6.014676353535954,-12.996716372536115,0.02649034088173274,14.321021955296796
180000.0,6.382912347955574,-13.754950120011545,0.028063927331150384,15.163805934847181
190000.0,6.752745878867168,-14.512470115574834,0.02963921902283817,16.00663125842894
200000.0,7.124175618783193,-15.269273035192509,0.031216214639467214,16.849497076250625
210000.0,7.4972002332518874,-16.025355557076235,0.03279491286242557,17.69240253822233
220000.0,7.8718183808602635,-16.780714361697715,0.03437531237182052,18.535346793956624
230000.0,8.24802871323686,-17.535346131803713,0.035957411846481636,19.37832899276947
240000.0,8.625829875054677,-18.28924755243098,0.0375412099639632,20.221348283681134
250000.0,9.005220504034247,-19.042415310921058,0.03912670540054674,21.06440381541702
260000.0,9.386199230946449,-19.794846096935416,0.040713896831244385,21.907494736408683
270000.0,9.768764679615515,-20.546536602470496,0.04230278292980099,22.750620194794845
280000.0,10.152915466922217,-21.297483521872383,0.04389336236869694,23.59377933842211
290000.0,10.538650202806803,-22.04768355185193,0.04548563381915072,24.43697131484599
300000.0,10.925967490272159,-22.797133391499948,0.04707959595112197,25.280195271332083
310000.0,11.314865925387021,-23.545829742301844,0.04867524743331343,26.123450354856708
320000.0,11.705344097289043,-24.293769308152555,0.050272586933173914,26.966735712107823
330000.0,12.097400588188073,-25.040948795372056,0.05187161311690116,27.810050489486454
340000.0,12.491033973369417,-25.787364912719582,0.05347232464944401,28.653393833106986
350000.0,12.886242821197136,-26.533014371409323,0.055074720194504705,29.496764888798786
360000.0,13.283025693117285,-27.277893885124715,0.056678798414541376,30.340162802106516
370000.0,13.681381143661318,-28.022000170034204,0.0582845579707705,31.183586718291824
380000.0,14.081307720449418,-28.765329944805295,0.05989199752316913,32.02703578233346
390000.0,14.48280396419411,-29.507879930620334,0.06150111573047687,32.87050913892906
400000.0,14.885868408703477,-30.249646851191205,0.06311191125019855,33.71400593249577
410000.0,15.290499580884683,-30.99062743277418,0.06472438273860529,34.5575253071711
420000.0,15.696696000747746,-31.730818404185126,0.0663385288507377,35.40106640681427
430000.0,16.10445618140869,-32.47021649681421,0.06795434824040629,36.24462837500673
440000.0,16.51377862909353,-33.208818444641075,0.06957183956019478,37.08821035505352
450000.0,16.92466184314167,-33.946620984249726,0.07119100146145974,37.931811489984085
460000.0,17.337104316009555,-34.683620854844065,0.0728118325943338,38.775430922553745
470000.0,17.751104533274514,-35.41981479826196,0.074434331607727,39.619067795243964
480000.0,18.166660973638205,-36.155199558990795,0.07605849714932726,40.462721250263755
490000.0,18.583772108930855,-36.88977188418258,0.07768432786560173,41.306390429550966
500000.0,19.00243640411446,-37.62352852366836,0.07931182240179799,42.150074474772566
510000.0,19.42265231728715,-38.35646622997342,0.08094097940194483,42.993772527326065
520000.0,19.844418299686534,-39.08858175833298,0.08257179750885281,43.83748372834097
530000.0,20.267732795694222,-39.81987186670589,0.08420427536411602,44.68120721867891
540000.0,20.69259424283914,-40.55033331579086,0.08583841160811129,45.5249421389355
550000.0,21.119001071801787,-41.279962869040936,0.08747420487999896,46.368687629441084
560000.0,21.546951706418078,-42.00875729267819,0.08911165381772375,47.21244283026141
570000.0,21.976444563683682,-42.73671335570927,0.09075075705801307,48.05620688119931
580000.0,22.407478053757853,-43.463827829939746,0.09239151323637927,48.899978921795075
590000.0,22.84005057996747,-44.19009748998972,0.09403392098711726,49.74375809132804
600000.0,23.27416053881113,-44.91551911330844,0.09567797894330592,50.587543528817285
610000.0,23.709806319963704,-45.64008948018982,0.09732368573680662,51.43133437302332
620000.0,24.146986306279974,-46.36380537378611,0.09897103999826189,52.27512976244773
630000.0,24.585698873799327,-47.08666358012463,0.10062004035709658,53.118928835336035
640000.0,25.025942391749606,-47.80866088812174,0.10227068544151494,53.96273072967761
650000.0,25.467715222551845,-48.52979408959755,0.10392297387850097,54.80653458320674
660000.0,25.91101572182414,-49.250059979291485,0.10557690429381608,55.65033953340399
670000.0,26.355842238386412,-49.96945535487753,0.1072324753119986,56.494144717497704
