dt, 100.0
universe, Universe
G, 6.67E-11
Body Name, Mars
Initial Pos X, -2.471842535143256E8
Initial Pos Y, 8154525.045308748
Initial Pos Z, 6235730.264151237
,
time, x, y, z, magnitude
0.0,-2.47184243115687E8,8152310.56103969,6235683.605444806,2.473972391967742E8
100000.0,-2.4716300440056956E8,5937501.169263335,6188752.116675826,2.47311757337197E8
200000.0,-2.471200936841819E8,3722171.2936882526,6141277.982354324,2.4722441335126057E8
300000.0,-2.4705549175674826E8,1506514.8354938112,6093264.794287568,2.471352129300306E8
400000.0,-2.4696918080077574E8,-709273.8667349052,6044716.1876094295,2.47044161899473E8
500000.0,-2.4686114439858022E8,-2925000.0399718657,5995635.840902717,2.4695126622098383E8
600000.0,-2.4673136753995907E8,-5140468.479803194,5946027.476323674,2.468565319919232E8
700000.0,-2.4657983663002163E8,-7355483.553572202,5895894.859728099,2.467599654461639E8
800000.0,-2.4640653949717176E8,-9569849.203620352,5845241.800799214,2.4666157295464793E8
900000.0,-2.4621146540124008E8,-1.1783368950627694E7,5794072.153177308,2.4656136102595004E8
1000000.0,-2.4599460504177248E8,-1.399584589705699E7,5742389.814590823,2.4645933630685312E8
1100000.0,-2.4575595056646985E8,-1.6207082730705203E7,5690198.726989115,2.4635550558293134E8
1200000.0,-2.4549549557977998E8,-1.8416881728366584E7,5637502.876676333,2.4624987577914217E8
1300000.0,-2.4521323515164265E8,-2.062504475961081E7,5584306.294446962,2.4614245396042705E8
1400000.0,-2.4490916582638595E8,-2.2831373290680777E7,5530613.055722344,2.460332473323204E8
1500000.0,-2.4458328563177517E8,-2.5035668388514552E7,5476427.28068836,2.4592226324156755E8
1600000.0,-2.4423559408820924E8,-2.7237730724894036E7,5421753.134434277,2.4580950917674664E8
1700000.0,-2.4386609221807757E8,-2.9437360580726326E7,5366594.827092416,2.4569499276890808E8
1800000.0,-2.4347478255525628E8,-3.163435785046056E7,5310956.613978724,2.4557872179221043E8
1900000.0,-2.430616691547586E8,-3.382852204664622E7,5254842.795734022,2.4546070416456816E8
2000000.0,-2.4262675760254037E8,-3.601965230463494E7,5198257.718465929,2.4534094794831184E8
2100000.0,-2.4217005502544388E8,-3.8207547387432374E7,5141205.773891247,2.452194613508457E8
2200000.0,-2.416915701012965E8,-4.0392005690703236E7,5083691.39947895,2.4509625272531784E8
2300000.0,-2.4119131306915754E8,-4.2572825247934535E7,5025719.078593238,2.4497133057129866E8
2400000.0,-2.406692957397069E8,-4.474980373576083E7,4967293.340636874,2.4484470353546053E8
2500000.0,-2.4012553150578234E8,-4.692273847945733E7,4908418.761194631,2.4471638041226676E8
2600000.0,-2.395600353530609E8,-4.909142645860387E7,4849099.962176628,2.4458637014466584E8
2700000.0,-2.389728238708832E8,-5.125566431292639E7,4789341.611961574,2.4445468182479063E8
2800000.0,-2.3836391526321837E8,-5.3415248348317824E7,4729148.425539611,2.4432132469466108E8
2900000.0,-2.3773332935977742E8,-5.556997454304601E7,4668525.164654726,2.4418630814689878E8
3000000.0,-2.370810876272583E8,-5.7719638554152936E7,4607476.637946768,2.4404964172543874E8
3100000.0,-2.3640721318072954E8,-5.986403572404693E7,4546007.701092621,2.4391133512624472E8
3200000.0,-2.3571173079516074E8,-6.200296108729649E7,4484123.256946466,2.4377139819803843E8
3300000.0,-2.349946669170775E8,-6.413620937763122E7,4421828.255679325,2.4362984094302216E8
3400000.0,-2.3425604967635787E8,-6.626357503514991E7,4359127.694917264,2.4348667351761118E8
3500000.0,-2.334959088981551E8,-6.83848522137456E7,4296026.619878432,2.433419062331642E8
3600000.0,-2.3271427611495778E8,-7.049983478875133E7,4232530.123508695,2.4319554955672288E8
3700000.0,-2.3191118457877252E8,-7.260831636480948E7,4168643.346615576,2.4304761411174774E8
3800000.0,-2.310866692734365E8,-7.471009028397451E7,4104371.478000663,2.428981106788599E8
3900000.0,-2.302407669270536E8,-7.680494963404876E7,4039719.7545899875,2.4274705019658265E8
4000000.0,-2.2937351602455163E8,-7.88926872571618E7,3974693.461562346,2.4259444376208404E8
4100000.0,-2.284849568203639E8,-8.097309575859419E7,3909297.9324755603,2.4244030263192397E8
4200000.0,-2.2757513135122058E8,-8.304596751585437E7,3843538.5493901395,2.4228463822279423E8
4300000.0,-2.266440834490671E8,-8.511109468801212E7,3777420.742990498,2.421274621122706E8
4400000.0,-2.256918587540802E8,-8.716826922529355E7,3710949.9927034457,2.419687860395495E8
4500000.0,-2.247185047278065E8,-8.921728287894855E7,3644131.826813683,2.4180862190619823E8
4600000.0,-2.2372407066640034E8,-9.12579272113833E7,3576971.822576192,2.4164698177689314E8
4700000.0,-2.2270860771396783E8,-9.328999360658063E7,3509475.606325404,2.4148387788016254E8
4800000.0,-2.216721688760109E8,-9.53132732807992E7,3441648.8535807603,2.4131932260912377E8
4900000.0,-2.2061480903297016E8,-9.732755729356606E7,3373497.2891487195,2.4115332852222085E8
5000000.0,-2.1953658495385826E8,-9.933263655896315E7,3305026.687220688,2.4098590834395468E8
5100000.0,-2.1843755530998814E8,-1.0132830185721599E8,3236242.87146702,2.4081707496561435E8
5200000.0,-2.173177806887848E8,-1.0331434384658872E8,3167151.7151266146,2.4064684144600064E8
5300000.0,-2.1617732360767984E8,-1.0529055307559453E8,3097759.1410919977,2.4047522101214576E8
5400000.0,-2.150162485280879E8,-1.0725671999552116E8,3028071.1219897266,2.4030222706002942E8
5500000.0,-2.1383462186945358E8,-1.0921263497328317E8,2958093.680255712,2.4012787315528566E8
5600000.0,-2.1263251202337196E8,-1.1115808830460383E8,2887832.888205447,2.3995217303390634E8
5700000.0,-2.1140998936777225E8,-1.1309287022753257E8,2817294.868098811,2.397751406029343E8
5800000.0,-2.1016712628116703E8,-1.1501677093630493E8,2746485.7921991698,2.3959678994115344E8
5900000.0,-2.0890399715695265E8,-1.1692958059555016E8,2675411.882826605,2.394171352997653E8
6000000.0,-2.0762067841776857E8,-1.1883108935484935E8,2604079.41240497,2.3923619110306194E8
6100000.0,-2.0631724852989435E8,-1.2072108736365852E8,2532494.703502659,2.390539719490842E8
6200000.0,-2.0499378801769274E8,-1.22599364786591E8,2460664.1288666143,2.3887049261027083E8
6300000.0,-2.0365037947809207E8,-1.2446571181907424E8,2388594.111449499,2.3868576803410167E8
6400000.0,-2.0228710759508926E8,-1.2631991870338276E8,2316291.124429744,2.384998133437206E8
6500000.0,-2.0090405915428707E8,-1.2816177574505302E8,2243761.6912240847,2.3831264383855414E8
6600000.0,-1.9950132305744284E8,-1.299910733296877E8,2171012.385492493,2.381242749949118E8
6700000.0,-1.9807899033703387E8,-1.3180760194015352E8,2098049.831135065,2.3793472246657622E8
6800000.0,-1.9663715417082205E8,-1.3361115217417909E8,2024880.7022807496,2.377440020853728E8
6900000.0,-1.9517590989642465E8,-1.3540151476235873E8,1951511.72326746,2.375521298617307E8
7000000.0,-1.9369535502587417E8,-1.3717848058656883E8,1877949.668613434,2.3735912198522502E8
7100000.0,-1.921955892601593E8,-1.3894184069880027E8,1804201.3629794256,2.3716499482509816E8
7200000.0,-1.9067671450375363E8,-1.4069138634041458E8,1730273.6811215654,2.36969764930772E8
7300000.0,-1.8913883487910268E8,-1.424269089618272E8,1656173.5478344434,2.367734490323305E8
7400000.0,-1.8758205674108514E8,-1.4414820024262762E8,1581907.937884218,2.3657606404099357E8
7500000.0,-1.860064886914196E8,-1.4585505211213693E8,1507483.8759313845,2.363776270495615E8
7600000.0,-1.8441224159302244E8,-1.4754725677041072E8,1432908.436442932,2.3617815533284193E8
7700000.0,-1.8279942858430585E8,-1.4922460670969576E8,1358188.743593509,2.359776663480579E8
7800000.0,-1.811681650934028E8,-1.508868947363369E8,1283331.9711553624,2.3577617773522636E8
7900000.0,-1.7951856885230964E8,-1.5253391399315056E8,1208345.3423766019,2.3557370731751397E8
8000000.0,-1.778507599109508E8,-1.5416545798226064E8,1133236.129847614,2.353702731015725E8
8100000.0,-1.761648606511349E8,-1.5578132058841258E8,1058011.655355143,2.3516589327784422E8
8200000.0,-1.744609958004135E8,-1.5738129610275203E8,982679.2897237969,2.349605862208393E8
8300000.0,-1.7273929244581586E8,-1.58965179247098E8,907246.4526445896,2.3475437048938817E8
8400000.0,-1.709998800474569E8,-1.6053276519869277E8,831720.6124901901,2.3454726482685852E8
8500000.0,-1.6924289045202142E8,-1.6208384961545047E8,756109.2861165297,2.3433928816135684E8
8600000.0,-1.6746845790607902E8,-1.6361822866169402E8,680420.0386504018,2.3413045960587776E8
8700000.0,-1.6567671906926197E8,-1.6513569903439784E8,604660.4832627211,2.339207984584406E8
8800000.0,-1.6386781302725846E8,-1.6663605798992896E8,528838.2809270467,2.3371032420217744E8
8900000.0,-1.6204188130463505E8,-1.681191033712995E8,452961.1401630335,2.3349905650539494E8
9000000.0,-1.6019906787746257E8,-1.6958463363593528E8,377036.8167644349,2.332870152216009E8
9100000.0,-1.583395191857383E8,-1.7103244788395378E8,301073.11351129384,2.3307422038948843E8
9200000.0,-1.5646338414559516E8,-1.7246234588696778E8,225077.87986594273,2.3286069223288888E8
9300000.0,-1.5457081416127703E8,-1.7387412811740726E8,149059.0116524331,2.3264645116067758E8
9400000.0,-1.5266196313688296E8,-1.7526759577836993E8,73024.45071903142,2.3243151776664776E8
9500000.0,-1.507369874878444E8,-1.7664255083400533E8,-3017.815416605,2.3221591282933632E8
9600000.0,-1.4879604615215006E8,-1.7799879604042333E8,-79059.75393996011,2.3199965731181088E8
9700000.0,-1.4683930060127872E8,-1.7933613497714466E8,-155093.28713027094,2.3178277236140966E8
9800000.0,-1.4486691485084614E8,-1.806543720790859E8,-231110.29276961347,2.315652793094391E8
9900000.0,-1.4287905547094074E8,-1.8195331266908512E8,-307102.60457084264,2.3134719967082322E8
1.0E7,-1.4087589159613577E8,-1.8323276299096772E8,-383062.0126247797,2.3112855514370325E8
1.01E7,-1.3885759493517214E8,-1.844925302431577E8,-458980.2638670265,2.3090936760899377E8
1.02E7,-1.3682433978028196E8,-1.857324226128321E8,-534849.0625648095,2.3068965912988263E8
1.03E7,-1.3477630301615304E8,-1.8695224931062222E8,-610660.0708242214,2.3046945195128363E8
1.04E7,-1.3271366412850493E8,-1.88151820605859E8,-686404.9091182876,2.3024876849923047E8
1.05E7,-1.3063660521227886E8,-1.8933094786236557E8,-762075.1568361864,2.3002763138022193E8
1.06E7,-1.2854531097940558E8,-1.9048944357480156E8,-837662.3528540722,2.2980606338051003E8
1.07E7,-1.2643996876614992E8,-1.916271214055516E8,-913157.9961278636,2.295840874653313E8
1.08E7,-1.2432076854001062E8,-1.9274379622215432E8,-988553.5463083641,2.2936172677807465E8
1.09E7,-1.2218790290615742E8,-1.9383928413528654E8,-1063840.4243791373,2.2913900463939667E8
1.1E7,-1.2004156711339374E8,-1.94913402537287E8,-1139010.0133174956,2.28915944546273E8
1.11E7,-1.1788195905962281E8,-1.9596597014121908E8,-1214053.6587789748,2.2869257017098337E8
1.12E7,-1.1570927929680224E8,-1.969968070204835E8,-1288962.6698057128,2.2846890536004052E8
1.13E7,-1.1352373103537087E8,-1.9800573464895838E8,-1363728.319559023,2.282449741330453E8
1.14E7,-1.1132552014812943E8,-1.9899257594168365E8,-1438341.846076676,2.2802080068148273E8
1.15E7,-1.091148551735554E8,-1.9995715529607028E8,-1512794.4530550814,2.2779640936744356E8
1.16E7,-1.0689194731853737E8,-2.0089929863364416E8,-1587077.3106568689,2.2757182472228214E8
1.17E7,-1.0465701046050851E8,-2.0181883344230926E8,-1661181.5563441585,2.2734707144519958E8
1.18E7,-1.0241026114896101E8,-2.027155888191287E8,-1735098.295737902,2.2712217440175304E8
1.19E7,-1.0015191860632537E8,-2.0358939551362818E8,-1808818.6035035986,2.268971586222995E8
1.2E7,-9.788220472819026E7,-2.0444008597159863E8,-1882333.5242637875,2.26672049300355E8
1.21E7,-9.560134408285284E7,-2.0526749437940565E8,-1955634.0735375998,2.2644687179088375E8
1.22E7,-9.330956391017145E7,-2.060714567087934E8,-2028711.2387077028,2.262216516085066E8
1.23E7,-9.100709411970527E7,-2.068518107621776E8,-2101555.9800149607,2.2599641442563146E8
1.24E7,-8.86941672881275E7,-2.076083962184182E8,-2174159.2315811613,2.2577118607050446E8
1.25E7,-8.637101865588012E7,-2.083410546790646E8,-2246511.9024599423,2.2554599252517715E8
1.26E7,-8.40378861230649E7,-2.0904962971506342E8,-2318604.877716538,2.2532085992339307E8
1.27E7,-8.169501024453826E7,-2.0973396691391882E8,-2390429.0195361623,2.2509581454838613E8
1.28E7,-7.934263422420156E7,-2.1039391392730078E8,-2461975.168361748,2.248708828306002E8
1.29E7,-7.698100390845883E7,-2.1102932051907936E8,-2533234.1440610224,2.246460913453139E8
1.3E7,-7.461036777882658E7,-2.1164003861378765E8,-2604196.747123182,2.244214668101851E8
1.31E7,-7.22309769436766E7,-2.1222592234548333E8,-2674853.7598855686,2.2419703608269632E8
1.32E7,-6.984308512908722E7,-2.1278682810702002E8,-2745195.9477903326,2.2397282615752113E8
1.33E7,-6.744694866879036E7,-2.1332261459969252E8,-2815214.06067148,2.2374886416379145E8
1.34E7,-6.5042826493188836E7,-2.138331428832517E8,-2884898.834072367,2.2352517736227173E8
1.35E7,-6.263098011742729E7,-2.1431827642627782E8,-2954240.990593823,2.2330179314244324E8
1.36E7,-6.021167362849742E7,-2.147778811568913E8,-3023231.2412732155,2.23078739019492E8
1.37E7,-5.778517367135557E7,-2.152118255137841E8,-3091860.2869942966,2.2285604263119832E8
1.38E7,-5.53517494340379E7,-2.156199804975631E8,-3160118.819928255,2.2263373173473525E8
1.39E7,-5.2911672631749325E7,-2.1600221972236997E8,-3227997.5250058603,2.2241183420335764E8
1.4E7,-5.0465217489909515E7,-2.1635841946778682E8,-3295487.0814208854,2.2219037802300638E8
1.41E7,-4.8012660726138644E7,-2.1668845873098212E8,-3362578.1641649012,2.2196939128880352E8
1.42E7,-4.555428153116132E7,-2.1699221927909392E8,-3429261.445593335,2.217489022014515E8
1.43E7,-4.309036154861165E7,-2.1726958570181558E8,-3495527.597022966,2.2152893906352326E8
1.44E7,-4.0621184853723556E7,-2.1752044546418458E8,-3561367.2903607655,2.2130953027566284E8
1.45E7,-3.81470379308835E7,-2.1774468895952898E8,-3626771.199764111,2.2109070433267367E8
1.46E7,-3.56682096500346E7,-2.179422095625581E8,-3691730.003332283,2.208724898195027E8
1.47E7,-3.3184991241910078E7,-2.181129036825847E8,-3756234.384829156,2.2065491540713045E8
1.48E7,-3.0697676272080854E7,-2.1825667081683075E8,-3820275.0354370996,2.2043800984834325E8
1.49E7,-2.8206560613801938E7,-2.183734136038165E8,-3883842.655541768,2.202218019734118E8
1.5E7,-2.571194241964073E7,-2.1846303787679094E8,-3946927.9565478414,2.200063206856596E8
1.51E7,-2.3214122091871884E7,-2.1852545271717978E8,-4009521.66272531,2.1979159495692408E8
1.52E7,-2.0713402251624748E7,-2.1856057050803116E8,-4071614.5130863637,2.1957765382291716E8
1.53E7,-1.8210087706766937E7,-2.1856830698741955E8,-4133197.2632923755,2.193645263784742E8
1.54E7,-1.5704485418512711E7,-2.1854858130178747E8,-4194260.6875909436,2.1915224177269956E8
1.55E7,-1.3196904466741202E7,-2.1850131605919388E8,-4254795.580782485,2.1894082920400727E8
1.56E7,-1.0687656014012353E7,-2.184264373824346E8,-4314792.760216224,2.1873031791505286E8
1.57E7,-8177053.268268534,-2.183238749620109E8,-4374243.067815227,2.185207371875635E8
1.58E7,-5665411.444210827,-2.1819356210890397E8,-4433137.372129856,2.1831211633705652E8
1.59E7,-3153047.7233389793,-2.1803543580713344E8,-4491466.57041953,2.1810448470745727E8
1.6E7,-640281.2126450952,-2.178494367660628E8,-4549221.590762078,2.178978716656129E8
1.61E7,1872567.0980472693,-2.176355094724133E8,-4606393.3941904,2.1769230659569857E8
1.62E7,4385174.380107638,-2.173936022419537E8,-4662972.976855709,2.1748781889351785E8
1.63E7,6897216.011493752,-2.1712366727084035E8,-4718951.372217062,2.172844379607089E8
1.64E7,9408365.623523975,-2.1682566068655556E8,-4774319.653256231,2.1708219319884047E8
1.65E7,1.1918295149032362E7,-2.1649954259841695E8,-4829068.934717621,2.1688111400340846E8
1.66E7,1.442667487191126E7,-2.1614527714762118E8,-4883190.37537239,2.1668122975773406E8
1.67E7,1.6933173478045177E7,-2.157628325567795E8,-4936675.180305997,2.1648256982676065E8
1.68E7,1.943745810763798E7,-2.153521811789124E8,-4989514.603228759,2.1628516355075568E8
1.69E7,2.1939194408935875E7,-2.1491329954585558E8,-5041699.94880817,2.1608904023891065E8
1.7E7,2.4438046593345992E7,-2.1444616841604838E8,-5093222.575022729,2.1589422916285062E8
1.71E7,2.693367749195006E7,-2.1395077282166028E8,-5144073.895535674,2.157007595500507E8
1.72E7,2.9425748613412227E7,-2.1342710211500898E8,-5194245.382088722,2.1550866057715535E8
1.73E7,3.1913920203276493E7,-2.1287515001424104E8,-5243728.566913871,2.1531796136321324E8
1.74E7,3.439785130465205E7,-2.122949146482241E8,-5292515.045163059,2.151286909628211E8
1.75E7,3.6877199820277706E7,-2.1168639860061163E8,-5340596.477354246,2.1494087835917962E8
1.76E7,3.9351622575963385E7,-2.1104960895304492E8,-5387964.591833114,2.1475455245707154E8
1.77E7,4.182077538539577E7,-2.103845573274351E8,-5434611.187249113,2.1456974207574826E8
1.78E7,4.428431311630364E7,-2.096912599273031E8,-5480528.135044966,2.1438647594174784E8
1.79E7,4.67418897579678E7,-2.089697375781148E8,-5525707.381958252,2.1420478268162736E8
1.8E7,4.919315849006784E7,-2.0822001576658493E8,-5570140.95253404,2.1402469081462753E8
1.81E7,5.16377717528505E7,-2.0744212467889E8,-5613820.951647272,2.13846228745257E8
