dt, 1000.0
universe, Universe
G, 6.67E-11
Body Name, Sun
Initial Pos X, 0.0
Initial Pos Y, 0.0
Initial Pos Z, 0.0
,
time, x, y, z
999000.0,7.86500025665547,3.8138279984984664,0.008414010246008918
1999000.0,30.33468133051784,17.370647395553938,0.03274954736081948
2999000.0,65.21199721675617,43.552846388301035,0.07154194908768972
3999000.0,109.71752058090398,84.7558235836486,0.12322481713056929
4999000.0,160.59818348201676,142.76155599422316,0.18614202112322428
5999000.0,214.2672473765879,218.63790810692615,0.2585461958454227
6999000.0,266.96843452942966,312.67273323867136,0.33859925671977237
7999000.0,314.95414250590926,424.34941305423035,0.4243703842888318
8999000.0,354.66571584935593,552.3670043722152,0.513820390240513
9999000.0,382.9030745971013,694.703943823689,0.6047995886053694
1.0999E7,396.9721823701766,848.7202972973824,0.695030987824156
1.1999E7,394.80118441835515,1011.2901238022131,0.7821048670062543
1.2999E7,375.0196228514423,1178.9535041073473,0.8634791005547272
1.3999E7,336.9988038312441,1348.0772237934575,0.9364825189617103
1.4999E7,280.85479309371004,1515.0138096176627,0.9983355335926263
1.5999E7,207.41817568936213,1676.2505141292309,1.046180660926066
1.6999E7,118.17634489539584,1828.5419876920178,1.077126075380624
1.7999E7,15.194685883212168,1969.0229379304608,1.0883043477678842
1.8999E7,-98.9771855235325,2095.29913968803,1.076945345200678
1.9999E7,-221.40872577320084,2205.5167321891395,1.0404533087931882
2.0999E7,-348.8970495787632,2298.4108482134097,0.9764963303195993
2.1999E7,-478.0775241576948,2373.335119893508,0.8830930507498519
2.2999E7,-605.5341928825343,2430.273637825352,0.7586928248507218
2.3999E7,-727.9085821205286,2469.836675258477,0.6022505726843429
2.4999E7,-842.0058263376158,2493.241069208364,0.4132805114661866
2.5999E7,-944.8971892003466,2502.2755379391,0.19189023009734055
2.6999E7,-1034.017919413641,2499.2508376865003,-0.061204920963929384
2.7999E7,-1107.2588399453373,2486.934288426036,-0.34469571729319276
2.8999E7,-1163.0493799653084,2468.468052542176,-0.6567112332793045
2.9999E7,-1200.429011126149,2447.2709189726384,-0.9948692753486755
3.0999E7,-1219.1030808246192,2426.9240408450705,-1.3563415717522447
3.1999E7,-1219.4784913943147,2411.042100481855,-1.7379270713814245
3.2999E7,-1202.6743822428164,2403.1331206089085,-2.1361290693300403
3.3999E7,-1170.503181944187,2406.451990820394,-2.5472315548430116
3.4999E7,-1125.4186581258427,2423.854656238651,-2.967379998179633
3.5999E7,-1070.4296148593853,2457.6617448406523,-3.392648126720861
3.6999E7,-1008.9804850973287,2509.541217611449,-3.8191143206467855
3.7999E7,-944.8035431032392,2580.419563443032,-4.242928069421991
3.8999E7,-881.7506484653784,2670.4297007403884,-4.660370314814848
3.9999E7,-823.6150350797956,2778.9009537465363,-5.0679227268199964
4.0999E7,-773.955345832025,2904.3927780968957,-5.462315479651815
4.1999E7,-735.9339584325256,3044.7699911719965,-5.840582726423675
4.2999E7,-712.1802809956938,3197.313346006623,-6.200104531980092
4.3999E7,-704.6868583658925,3358.8564383927733,-6.5386368295923925
4.4999E7,-714.7426212739471,3525.9384558667625,-6.854336960354131
4.5999E7,-742.9040194097275,3694.962025687676,-7.14577347549601
4.6999E7,-789.0016548837136,3862.3466746861905,-7.411925249614598
4.7999E7,-852.177755997288,4024.670194843308,-7.652174454994859
4.8999E7,-930.9484911909948,4178.792685738959,-7.866288232899386
4.9999E7,-1023.2848484902102,4321.960322437929,-8.054390635467662
5.0999E7,-1126.7061766221411,4451.887808206469,-8.216938274572657
5.1999E7,-1238.381442801308,4566.820007106816,-8.354680305287026
5.2999E7,-1355.2342522452302,4665.574035783997,-8.468624464224773
5.3999E7,-1474.0489060120942,4747.563528863335,-8.560000817668906
5.4999E7,-1591.5756994748067,4812.806697036184,-8.630217505752618
5.5999E7,-1704.6342827039703,4861.919421064873,-8.680826242165617
5.6999E7,-1810.2143754410827,4896.094082145461,-8.713480240692487
5.7999E7,-1905.5730923956,4917.064334415755,-8.72989502058782
5.8999E7,-1988.3278927049241,4927.05543993035,-8.73181258991106
5.9999E7,-2056.5435979022413,4928.719450204049,-8.72096355279105
